Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
12-janv;35;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de féculents Assez de légumes Trop de fruits Assez de protéines Pas le meilleur pain (pas du complet) Pas assez de fibre (leger);Assez_féculents Assez_légumes Trop_fruits Assez_protéines Pas_blanc Pas_assez_fibres Assez_léger;9;9;Tout sauf raisins;Raisins;3;Week_end;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Rarement;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;20;50;30;Un repas avec une majorité de féculents;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe, Amérique du Nord;2;Un burger, Une pizza / Des pâtes;23;Masculin
12-janv;36;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Pas assez de légumes Assez de féculents Trop sucré Pâtes pas complètes Un peu gras Assez de fruits Trop de protéines Trop de poisson par rapport au reste;Pas_assez_légumes Assez_féculents Trop_sucré Trop_gras Assez_fruits Trop_protéines;5;6;Raisins;Poisson;3;Toujours;Dîner;Rarement;Oui, tous les midis;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, toujours;45;40;15;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;7;Volley/Escalade;Europe, Afrique;2;Un steak accompagné de frites, Une poutine;24;Masculin
12-janv;37;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de fruits Assez de légumes A la limite du trop pour les protéines A la limite du trop pour les féculents : 2 pour un même plateau;Assez_fruits Assez_légumes Trop_protéines Trop_féculents;8;8;Tout;Rien;3;Toujours;Déjeuner;Jamais;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Rarement;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, toujours;20;40;40;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;1;Marche Fitness Natation;Europe, Afrique, Amérique du Sud;3;Des sushis, Un fish & chips;23;Féminin
13-janv;38;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de fruits Assez de légumes Un peu trop de protéines Un peu trop de féculents;Assez_fruits Assez_légumes Trop_protéines Trop_féculents;7;0;Fruits et légumes;Féculents;3;Toujours;Petit_dej;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Rarement;Environ une fois par semaine;Oui, tous les jours;Non, jamais;Oui, toujours;50;35;15;Un repas avec une majorité de légumes;Non, je n'aime pas ça;1;équitation;Europe;3;Des ramens, Un phô à la viande;21;Féminin
13-janv;39;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de féculents Assez de légumes Assez de protéines Un peu trop gras (poisson frit) Assez de fruits;Assez_féculents Assez_légumes Assez_protéines Trop_gras Assez_fruits;8;9;Raisin + tomates;Bas;3;Jamais;Déjeuner;Environ une fois par jour;Non, jamais;A tous les repas;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Environ une fois par semaine;Jamais;Non, jamais;Non, jamais;35;45;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Volley;Europe, Amérique du Nord;2;Des sushis, Un phô à la viande;22;Féminin
13-janv;40;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de fruits Assez de légumes Assez de protéines Léger apport par le fromage Assez de féculents;Assez_fruits Assez_légumes Assez_protéines Assez_féculents;10;8;Salade;Poisson;3;Toujours;Petit_dej;Plusieurs fois par semaine;Non, jamais;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Rarement;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;10;60;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;4;Kiné Muscu;Europe, Asie;3;Des fruits de mer, Un phô à la viande;22;Féminin
13-janv;41;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de fruits Assez de légumes Pain en trop (un moitié aurait suffit) Assez de féculent Assez de protéines Verdure;Assez_fruits Assez_légumes Assez_féculents Assez_protéines;7;9;Fruits et légumes;féculents;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Natation + Marche;Europe, Afrique, Asie, Amérique du Nord, Océanie;2;Des ramens, Une galette bretonne;18;Féminin
13-janv;42;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Trop de fruits Assez de légumes Assez de féculents Assez de protéines Gras;Trop_fruits Assez_légumes Assez_féculents Assez_protéines Trop_gras;7;8;Plat / pâtes;Rien;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Escalade;Europe;2;Des ramens, Un couscous / Une tajine;19;Féminin
13-janv;43;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Trop de féculents Assez de fruits Assez de légumes Assez de protéines;Trop_féculents Assez_fruits Assez_légumes Assez_protéines;9;8;Aucune;Aucune;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Jamais;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;35;50;15;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;5;Pompom + Rugby + Self defense + musculation;Europe, Asie, Océanie;3;Une pizza / Des pâtes, Des ramens;19;Féminin
13-janv;44;238;Italie;PresqueEquilibré;PresqueEquilibré;238_PresqueEquilibré;Equilibré;238_Equilibré;Un peu trop de fruits (¼ en trop) Pain blanc Un peu trop de féculents : pain Assez de protéines Assez de légumes;Trop_fruits Pain_blanc Trop_féculents Assez_protéines Assez_légumes;5;7;Tout;Pain blanc;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;2;Ultimate;Europe, Asie;3;Des sushis, Des ramens;23;Féminin
13-janv;45;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Trop de fruits Pain en trop Trop de féculents Assez de légumes Assez de protéines Pas assez de matière gras Un peu “sec”;Trop_fruits Trop_féculents Assez_légumes Assez_protéines Pas_assez_gras Trop_sec;7;6;Poisson + Salade + Tomate;Féculents;4;Toujours;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Course à pied + Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
13-janv;46;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Pas assez de légumes : beaucoup de salade Assez de fruits Assez de féculents en terme de quantité mais pas assez de féculents complet Presque un peu trop de protéines et que animales;Pas_assez_légumes Assez_fruits Assez_féculents Mauvais_féculents Trop_protéines Protéines_animales;7;8;Salade de tomates;Pain blanc;4;Toujours;Déjeuner;Environ une fois par semaine;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;1;Yoga;Europe, Asie;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Féminin
13-janv;47;238;Italie;Equilibré;Equilibré;238_Equilibré;Equilibré;238_Equilibré;Assez de fruits Assez de légumes Assez de féculents Assez de protéines;Assez_fruits Assez_légumes Assez_féculents Assez_protéines;9;10;Tout;Rien;2;Jamais;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Rarement;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, toujours;35;20;45;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Foot Volley Ultimate;Europe;3;Des sushis, Une raclette / Une tartiflette;22;Féminin
13-janv;48;238;Italie;PasEquilibré;ZPasEquilibré;238_PasEquilibré;PasEquilibré;238_PasEquilibré;Trop de féculents Pas assez de gras Trop de sucre Trop de fruits Assez de légumes Assez de protéines;Trop_féculents Pas_assez_gras Trop_sucré Trop_fruits Assez_légumes Assez_protéines;5;6;Poisson;Raisins;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;45;30;25;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Yoga Course à pied;Europe, Asie;2;Des sushis, Un phô à la viande;26;Féminin
10-janv;1;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de sucre Trop de protéines Pas assez de légumes Assez de fruits Assez de féculents;Trop_sucré Trop_protéines Pas_assez_légumes Assez_fruits Assez_féculents;4;5;Tout sauf cookie et ketchup;Cookie et ketchup;3;Toujours;Petit_dej;Environ une fois par semaine;Non, jamais;Jamais;Rarement;A tous les repas;Oui;Rarement;A tous les repas;Rarement;Rarement;Jamais;Oui, quelques fois par semaine;Non, jamais;Non, jamais;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Marche;Europe, Asie;2;Une pizza / Des pâtes, Des ramens;22;Féminin
10-janv;2;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de produits transformés Trop de sucre Pas assez de diversité de féculents Pas assez de diversité de légumes Quantité mal répartie Pas assez de féculents Pas assez de légumes Assez de protéines Pas les bons fruits Pas assez de fruits;Produits_transformés Trop_sucré Pas_assez_diversifié Quantité_mal_répartie Pas_assez_féculents Pas_assez_légumes Assez_protéines Pas_assez_fruits Mauvais_fruits;5;5;Tout sauf nuggets;Nuggets;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par semaine;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Karaté Fitness;Europe, Amérique du Sud;3;Un burger, Des ramens;21;Masculin
10-janv;3;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes Trop sucré Produits transformés Pas assez de fruits Trop de protéines Assez de féculents;Pas_assez_légumes Trop_sucré Produits_transformés Pas_assez_fruits Trop_protéines Assez_féculents;2;4;Petits Pois / Purée;Diagonale : cookie / nuggets / ketchup;3;Toujours;Déjeuner;Rarement;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Non, jamais;Non, jamais;20;40;40;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Pompom, fitness;Europe, Amérique du Nord, Amérique du Sud;2;Une pizza / Des pâtes, Une galette bretonne;20;Féminin
10-janv;4;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Cookie Trop de sucre Salade de fruit très sucrée Assez de fruits Trop de protéines Assez de légumes Assez de féculents;Trop_sucré Assez_fruits Trop_protéines Assez_légumes Assez_féculents;5;8;petit pois;nuggets/ketchup;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;A tous les repas;Jamais;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;20;20;60;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Course et fitness;Europe;3;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
10-janv;5;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Trop gras Trop sucré Pas assez de légumes Assez de fruits Assez de féculents Assez de protéines Pas assez de quantité;Trop_gras Trop_sucré Pas_assez_légumes Assez_fruits Assez_féculents Assez_protéines Pas_assez_quantité;5;8;Tout;Rien;3;Week_end;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Oui, quelques fois par semaine;Non, jamais;Non, jamais;40;40;20;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Basket, course;Europe, Asie, Amérique du Nord, Amérique du Sud;2;Des fajitas / Des tacos / Des burritos, Une galette bretonne;18;Féminin
10-janv;6;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Produits transformés Fruits au sirop Pas assez de légumes Trop de féculents Assez de protéines Pas assez de fruits;Produits_transformés Pas_assez_légumes Trop_féculents Assez_protéines Pas_assez_fruits;3;4;Petit pois;Ketchup;2;Week_end;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;25;50;25;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;6;Danse/Course/Fitness;Europe;2;Un steak accompagné de frites, Une galette bretonne;20;Féminin
10-janv;7;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes cuits Produit transformé Assez de protéines Trop gras Assez de féculents Pas assez de fruits frais Trop sucré pour un repas;Pas_assez_légumes Produits_transformés Assez_protéines Trop_gras Assez_féculents Pas_assez_fruits_frais Trop_sucré;3;4;Haut droite;Nugget / Purée / Cookie;2;Week_end;Déjeuner;Environ une fois par jour;Non, jamais;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Non;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Rarement;Jamais;Non, jamais;Oui, mais que à la maison;30;30;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;3;Equitation, Aviron;Europe, Amérique du Nord;3;Un steak accompagné de frites, Une galette bretonne;22;Féminin
10-janv;8;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes Assez de féculents Produits_transformés Assez de protéines Assez de fruits Trop sucré Pas assez de produits laitiers;Pas_assez_légumes Assez_féculents Produits_transformés Assez_protéines Assez_fruits Trop_sucré Pas_assez_produits_laitiers;3;2;Fruits;Petis pois;3;Toujours;Petit_dej;Jamais;Oui, quelques fois par mois;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Jamais;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;40;20;40;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;2;Course à pied et Natation;Europe, Amérique du Nord;3;Une pizza / Des pâtes, Un steak accompagné de frites;26;Féminin
11-janv;9;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Assez de protéines Pas assez de légumes Assez de féculents Assez de fruits Trop de Ketchup Trop de sucre;Assez_protéines Pas_assez_légumes Assez_féculents Assez_fruits Trop_sucré;2;4;Fruits;Protéines;4;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;A tous les repas;A tous les repas;Environ une fois par jour;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;26;37;37;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;0;Ski, Natation, Escalade;Europe, Afrique;4;Des sushis, Des ramens;24;Féminin
11-janv;10;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes Trop de sucre Produits transformés Assez fruits Trop gras Pas assez de fibres Pas les bon féculents Trop de féculents Assez de protéines mais pas bonne qualité;Pas_assez_légumes Trop_sucré Produits_transformés Assez_fruits Trop_gras Pas_assez_fibres Mauvais_féculents Trop_féculents Assez_protéines Mauvaises_protéines;4;6;Petit pois;Cookie;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Jamais;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Boxe et vélos;Europe, Afrique;2;Des sushis, Des ramens;20;Féminin
11-janv;11;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Assez de fruits Assez de légumes Trop de protéines Assez de féculents Produit industriel;Assez_fruits Assez_légumes Trop_protéines Assez_féculents Produits_transformés;2;2;Petits pois;Salade de fruit;3;Semaine;Déjeuner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas qui fait plaisir à manger;Oui, même quand je cuisine seulement pour moi;4;Volley;Europe;3;Des sushis, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
11-janv;12;327;USA;Equilibré;Equilibré;327_Equilibré;Equilibré;327_Equilibré;Pas assez de fruits Assez de légumes Assez de féculents Un peu trop de protéines;Pas_assez_fruits Assez_légumes Assez_féculents Trop_protéines;7;7;Petits pois;Ketchup nuggets;4;Toujours;Petit_dej;Environ une fois par jour;Non, jamais;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Plusieurs fois par semaine;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Non, jamais;10;40;50;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe;2;Des fajitas / Des tacos / Des burritos, Une raclette / Une tartiflette;34;Masculin
11-janv;13;327;USA;Equilibré;Equilibré;327_Equilibré;Equilibré;327_Equilibré;Assez de légumes Assez de fruits Assez de protéines Assez de féculents Produit transformé;Assez_légumes Assez_fruits Assez_protéines Assez_féculents Produits_transformés;7;4;Petits pois / fruits;Nuggets;3;Toujours;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Fitness;Europe, Amérique du Sud;2;Des sushis, Des ramens;22;Féminin
11-janv;14;327;USA;Equilibré;Equilibré;327_Equilibré;Equilibré;327_Equilibré;Pas assez de fruits Trop de sucre Assez de protéines Assez de légumes Assez de féculents;Pas_assez_fruits Trop_sucré Assez_protéines Assez_légumes Assez_féculents;6;5;Légumes;Cookie;3;Week_end;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;A tous les repas;Environ une fois par semaine;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;20;60;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;7;Rugby, Surf, Course, Foot;Europe;2;Un couscous / Une tajine, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Masculin
11-janv;15;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Produit transformé : trop industriel Pas assez de fruits et légumes Trop de protéines Assez de féculents Trop sucré Trop gras;Produits_transformés Pas_assez_fruits Pas_assez_légumes Trop_protéines Assez_féculents Trop_sucré Trop_gras;3;2;Purée / petits pois / fruits;Nuggets ketchup;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, toujours;40;40;20;Un repas avec une majorité de légumes;Non, je n'aime pas ça;3;Basket, self-defense;Europe, Afrique;4;Des sushis, Des ramens;21;Féminin
11-janv;16;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop de sucre Trop de matière grasse Sirop très sucré Plus de vitamines Nuggets gras Sauce ketchup sucré et salé Assez de féculents Trop de protéines Pas assez de légumes Assez de fruits (mais pas les bon, trop sucré);Trop_sucré Trop_gras Pas_assez_vitamines Trop_salé Assez_féculents Trop_protéines Pas_assez_légumes Assez_fruits Mauvais_fruits;4;4;Purée et petit pois;Cookie;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Non;Plusieurs fois par semaine;A tous les repas;Environ une fois par semaine;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Badminton Course à pied;Europe, Afrique, Asie, Amérique du Sud;2;Une pizza / Des pâtes, Une raclette / Une tartiflette;22;Masculin
11-janv;17;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop transformé Pas assez de féculents Assez de protéines Pas assez de légumes Pas assez de fruits;Produits_transformés Pas_assez_féculents Assez_protéines Pas_assez_légumes Pas_assez_fruits;5;4;Légumes;Cookie;4;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, toujours;Oui, toujours;25;60;15;Un repas avec une majorité de féculents;Oui, même quand je cuisine seulement pour moi;8;Musculation/Escalade;Europe;1;Des ramens, Une raclette / Une tartiflette;23;Masculin
11-janv;18;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Pas assez de légumes Produits transformés Assez de fruits Assez de protéines Assez de féculents Pas varié;Pas_assez_légumes Produits_transformés Assez_fruits Assez_protéines Assez_féculents Pas_assez_diversifié;3;8;Petits pois;Nuggets ketchup;2;Jamais;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, toujours;10;60;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;2,5;Marche;Europe, Afrique, Amérique du Nord;2;Un couscous / Une tajine, Des fruits de mer;22;Féminin
11-janv;19;327;USA;PresqueEquilibré;PresqueEquilibré;327_PresqueEquilibré;Equilibré;327_Equilibré;Trop de produits transformés Pas frais Petit pois phosphorescent Pas assez de légumes Assez de fruits mais de mauvaise qualité Trop gras Trop sucré Assez de protéines Pas assez de féculents;Produits_transformés Pas_assez_frais Pas_assez_légumes Assez_fruits Mauvais_fruits Trop_gras Trop_sucré Assez_protéines Pas_assez_féculents;5;4;Purée petit pois fruits;Cookie + Nuggets;4;Toujours;Petit_dej;Jamais;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Un couscous / Une tajine;22;Féminin
11-janv;20;327;USA;PasEquilibré;ZPasEquilibré;327_PasEquilibré;PasEquilibré;327_PasEquilibré;Trop gras Trop sucré Transformé Pas assez de légumes Assez de féculents Pas assez de protéines Pas assez de fruits Pas assez de produits laitiers;Trop_gras Trop_sucré Produits_transformés Pas_assez_légumes Assez_féculents Pas_assez_protéines Pas_assez_fruits Pas_assez_produits_laitiers;1;2;Légumes;Protéines/Ketchup;3;Toujours;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Rarement;Jamais;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la maison;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2,5;Danse;Europe;2;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);19;Féminin
